timestamp_s,power_w,sm_clock_mhz,utilization_pct
1779088912.330856,403.52,1410,90
1779088912.435865,354.95,1410,90
1779088912.538975,396.46,1410,90
1779088912.642143,412.13,1410,91
1779088912.745327,371.23,1410,91
1779088912.848608,404.74,1410,90
1779088912.952522,329.45,1395,90
1779088913.056851,375.54,1395,92
1779088913.162955,408.63,1410,90
1779088913.265989,377.09,1410,90
1779088913.369110,401.98,1410,90
1779088913.472170,320.51,1410,90
1779088913.575416,390.82,1410,89
1779088913.678590,408.63,1410,89
1779088913.782373,373.66,1410,90
1779088913.885461,402.45,1410,90
1779088913.988536,355.56,1410,90
1779088914.091667,395.72,1410,90
1779088914.194803,372.07,1410,91
1779088914.297900,380.67,1410,91
1779088914.401044,401.23,1410,90
1779088914.504582,375.15,1410,90
1779088914.608813,386.79,1410,88
1779088914.711826,326.97,1410,88
1779088914.814815,388.94,1410,90
1779088914.917859,367.77,1410,90
1779088915.020862,387.12,1410,91
1779088915.123949,378.52,1410,91
1779088915.227014,390.82,1410,90
1779088915.330751,358.32,1410,90
1779088915.433741,390.21,1410,90
1779088915.537370,339.28,1410,90
1779088915.640474,329.12,1410,90
1779088915.743539,388.94,1410,90
1779088915.846561,348.77,1410,90
1779088915.949622,394.18,1410,90
1779088916.053424,351.50,1410,90
1779088916.156838,393.57,1410,90
1779088916.259882,355.89,1410,90
1779088916.363139,396.33,1410,90
1779088916.466210,364.17,1410,90
1779088916.569507,395.72,1410,90
1779088916.672594,371.46,1410,90
1779088916.776040,397.26,1410,90
1779088916.880744,377.69,1410,90
1779088916.983834,401.84,1410,90
1779088917.086966,379.46,1410,90
1779088917.190115,401.23,1410,88
1779088917.293188,358.89,1410,88
1779088917.396874,401.23,1410,89
1779088917.500115,383.76,1410,89
1779088917.605073,334.03,1410,90
1779088917.708253,382.55,1410,90
1779088917.811457,352.71,1410,90
1779088917.914610,389.60,1410,90
1779088918.017675,370.25,1410,91
1779088918.120792,393.57,1410,91
1779088918.223972,376.09,1410,90
1779088918.328642,341.71,1410,90
1779088918.431668,382.00,1410,91
1779088918.534726,356.16,1410,91
1779088918.637789,391.42,1410,89
1779088918.740888,361.93,1410,89
1779088918.843976,395.72,1410,91
1779088918.947037,374.55,1410,91
1779088919.050729,339.54,1410,89
1779088919.154331,385.30,1410,89
1779088919.257666,378.25,1410,90
1779088919.360675,378.85,1410,90
1779088919.464643,357.01,1410,92
1779088919.567698,386.52,1410,92
1779088919.670814,366.88,1410,91
1779088919.774418,326.36,1410,91
1779088919.877491,380.06,1410,90
1779088919.980577,363.56,1410,90
1779088920.083607,354.26,1410,90
1779088920.186642,375.15,1410,90
1779088920.289673,342.04,1410,91
1779088920.392754,383.15,1410,91
1779088920.495878,363.19,1410,90
1779088920.599715,321.45,1410,91
1779088920.702790,370.25,1410,91
1779088920.805902,346.26,1410,89
1779088920.908992,381.28,1410,89
1779088921.012009,365.61,1410,91
1779088921.115438,357.95,1410,91
1779088921.218576,318.03,1410,89
1779088921.322456,367.16,1410,89
1779088921.425585,363.19,1410,90
1779088921.528648,356.74,1410,90
1779088921.659469,320.52,1410,89
1779088921.762553,364.41,1410,89
1779088921.866285,373.61,1410,91
1779088921.970300,365.95,1410,91
1779088922.073389,322.06,1410,89
1779088922.176374,376.09,1410,89
1779088922.279316,364.41,1410,91
1779088922.382453,353.65,1410,91
1779088922.485700,347.81,1410,89
1779088922.588953,333.42,1410,89
1779088922.692797,313.46,1410,90
1779088922.795985,369.92,1410,90
1779088922.899148,364.07,1410,91
1779088923.002277,356.41,1410,91
1779088923.105364,350.29,1410,89
1779088923.208486,339.20,1410,89
1779088923.311670,330.60,1410,90
1779088923.415514,320.19,1410,90
1779088923.519068,314.67,1410,90
1779088923.622249,366.88,1410,92
1779088923.725410,354.59,1410,92
1779088923.828651,356.41,1410,90
1779088923.932353,352.71,1410,90
1779088924.035593,349.07,1410,90
1779088924.139324,349.07,1410,90
1779088924.242769,344.77,1410,91
1779088924.346058,329.73,1410,91
1779088924.449291,328.51,1410,89
1779088924.552520,320.79,1410,89
1779088924.655730,321.45,1410,90
1779088924.758929,312.24,1410,90
1779088924.862316,312.51,1410,90
1779088924.966974,312.84,1410,90
1779088925.070110,319.30,1410,91
1779088925.173272,329.12,1410,91
1779088925.276512,318.96,1410,92
1779088925.379662,327.57,1410,92
1779088925.482775,332.49,1410,91
1779088925.586054,336.17,1410,91
1779088925.691405,341.36,1410,93
1779088925.794509,337.39,1410,93
1779088925.897619,341.36,1410,91
1779088926.000816,340.47,1410,91
1779088926.103914,343.50,1410,91
1779088926.206983,343.50,1410,91
1779088926.310520,344.17,1410,91
1779088926.414768,345.05,1410,91
1779088926.517969,345.38,1410,91
1779088926.621177,344.77,1410,91
1779088926.724351,333.69,1410,91
1779088926.827494,341.36,1410,91
1779088926.930611,306.07,1410,90
1779088927.034066,297.47,1410,89
1779088927.138649,303.02,1410,89
1779088927.241812,314.06,1410,91
1779088927.344940,320.51,1410,91
1779088927.448229,326.36,1410,91
1779088927.551360,324.54,1410,91
1779088927.654530,330.60,1410,91
1779088927.757890,331.88,1410,91
1779088927.862549,330.00,1410,91
1779088927.965672,334.30,1410,91
1779088928.068808,310.98,1410,90
1779088928.171887,292.53,1410,90
1779088928.275044,304.83,1410,91
1779088928.378170,317.42,1410,91
1779088928.499721,308.21,1410,91
1779088928.602842,326.96,1410,91
1779088928.707658,330.34,1410,91
1779088928.810980,320.79,1410,91
1779088928.914099,283.31,1410,90
1779088929.017175,298.10,1410,90
1779088929.120178,308.55,1410,90
1779088929.223197,322.66,1410,90
1779088929.326207,298.71,1410,91
1779088929.429325,311.90,1410,91
1779088929.533106,266.42,1410,91
1779088929.636384,302.07,1410,91
1779088929.739595,308.55,1410,89
1779088929.843109,292.89,1410,89
1779088929.946407,313.46,1410,90
1779088930.050085,298.41,1410,90
1779088930.153218,313.73,1410,90
1779088930.257356,297.17,1410,90
1779088930.361088,295.95,1410,90
1779088930.464574,293.80,1410,90
1779088930.568476,275.64,1410,90
1779088930.671666,302.07,1410,91
1779088930.774801,292.86,1410,91
1779088930.878254,269.18,1410,89
1779088930.982656,299.93,1410,89
1779088931.085765,291.31,1410,91
1779088931.188867,272.27,1410,91
1779088931.291968,300.53,1410,90
1779088931.395110,311.30,1410,90
1779088931.498259,308.54,1410,90
1779088931.601611,172.55,1410,90
1779088931.706416,319.30,1410,71
1779088931.809505,316.20,1410,71
1779088931.912599,315.00,1410,90
1779088932.015686,314.38,1410,90
1779088932.118754,308.21,1410,90
1779088932.221817,309.75,1410,90
1779088932.324980,309.76,1410,89
1779088932.430563,309.14,1410,89
1779088932.533623,276.58,1410,89
1779088932.636728,294.41,1410,89
1779088932.739838,278.72,1410,85
1779088932.842980,275.36,1410,85
1779088932.945988,266.76,1410,89
1779088933.049450,259.97,1410,89
1779088933.153424,277.80,1410,82
1779088933.256672,261.51,1410,82
1779088933.359895,274.75,1410,80
1779088933.463106,274.09,1410,80
